COVAR1,COVAR2
-0.011529064,0.295516818
1.385928979,0.24427924
0.084331297,0.093398298
0.494898421,2.766869328
1.787383937,1.741185523
1.612340034,-0.045631737
1.156219573,-0.127074936
0.420276951,-0.130997294
0.62357604,0.513314796
0.701731142,-0.220879758
0.57795696,-0.80721755
0.528379567,0.361661535
0.240443462,-0.924113636
1.09578621,0.373897938
-0.47735611,-0.210140881
-1.17734414,-0.710462169
-0.242305,-0.614779469
0.929038276,0.127529569
0.287802687,-0.32220612
-0.601856764,1.734535244
0.587302103,-1.467329189
-0.882456452,-0.680986355
1.072066285,-0.829800271
0.243095736,0.295259504
-1.286148149,0.703810099
-0.365174957,-0.775404734
-0.66765449,-1.613264925
-0.622574616,-1.647781252
-0.970832574,-1.117929712
-0.878751551,0.551167181
0.546283509,0.667372387
1.999064288,-1.111083814
-0.024851572,1.450164622
0.433286663,-0.514234121
0.198463184,-1.104084136
-0.565811369,-0.760377627
0.196072243,0.600093734
-1.146058305,0.389121099
-0.051014468,-1.945234648
-1.354202235,-0.71033008
-1.99035603,0.609595216
-1.706403315,-0.074075318
0.559348939,-0.450321773
-0.409965973,1.939277242
-1.406225919,-1.331044526
0.693159543,0.90079952
-0.185506652,0.648547075
-1.060929778,-1.103824844
-0.236088526,-1.4100752
-0.890615731,2.905342429
0.522636324,1.602980352
-1.079222503,-0.213736492
0.680239058,-0.314330999
-1.996221059,-1.10893393
0.132156876,-0.037411701
1.380377206,-2.238897843
-0.164110266,-0.119457959
1.060103572,0.601848457
0.558981025,-0.130116544
0.984535245,1.920642126
-0.492570343,1.416719127
0.680806533,1.00619156
-0.702429646,0.902465258
-2.481483873,0.247625256
-1.187081087,1.968523438
0.700995981,0.359954679
2.22425896,-1.527823532
-0.79903448,0.725452587
1.937873518,-0.949961144
1.864758766,1.766883918
-2.342250441,-0.81548133
0.074270834,0.96667426
0.327866432,1.584595889
-0.926092468,-2.311720473
0.148433365,0.944528663
-0.616694197,0.32324145
-0.94295116,-0.735687163
-0.321152156,-0.077718659
-0.499597113,1.730428042
0.888346026,-0.722520501
-0.043404782,-0.426127959
-0.358083715,-0.650171251
-0.804987424,-0.713028122
0.600817322,0.968611095
1.167786984,-0.013805104
1.938895405,1.197905377
-0.094993845,1.698370775
-1.466921185,-1.119251209
0.072281823,-2.657836096
-0.938159011,0.395793487
0.285355339,0.524426871
-1.100164822,1.289124146
-0.621757585,-2.006660538
-1.592066153,1.893164883
-1.348727084,-0.726414323
1.039813407,0.053050164
-0.915618438,0.979347378
-0.554402446,0.540453221
-0.595359093,-1.062780824
-0.721326243,0.53328595
-0.022041324,-0.713027036
0.328026829,-1.662693558
0.414735495,0.823468397
-1.168677546,0.20191167
-0.494728173,-0.819322962
-2.157689743,-1.254474453
1.820107631,0.623065383
0.738928074,-1.4448061
-0.367471373,0.384288351
-0.231826645,-0.26608925
-0.873155396,0.254282524
-0.404100227,-0.075585783
1.070431733,0.486155339
-0.754063195,-0.235015032
0.623945738,-1.274909802
0.613387574,0.394010599
-0.512408102,-0.202837518
2.083527922,1.376778776
-0.509149358,0.414081131
0.056908811,-0.158710243
1.5284476,-0.018947903
1.25627937,-0.714687473
-0.532918415,1.071656644
1.098089758,0.475499142
0.407329316,0.191118416
0.637239687,-0.476093854
-0.732618239,-0.523802576
-1.462713315,1.482478723
-1.365992283,-0.19891044
-1.259730955,-0.19014622
-0.037005481,0.00209347
-1.678967189,-1.509998569
-2.310712847,1.342466249
0.21163867,-3.264636425
-1.06558936,-0.091077223
-1.230413242,0.007987602
-0.142302917,-0.196664495
0.739966341,0.011962963
0.337896513,1.037048673
-0.539648138,1.957517855
0.873394093,-0.684213448
0.947048201,-1.381538943
-1.006996835,2.172915838
-0.462659015,0.587020131
1.303463676,0.70281743
-1.260925318,0.329821252
-0.165561966,0.41619816
0.203157885,0.191581593
0.468494645,-0.992189291
-0.535343942,-0.254488904
-2.16048624,0.181552321
-1.35541165,1.288278113
0.859381473,-0.419510936
-1.119903354,1.091326888
0.312160626,0.64514635
1.552569402,0.365427749
1.970410832,-0.885236715
0.647368349,-1.315901436
0.99104904,2.65775952
0.533814716,-1.495956484
0.735529181,0.259956996
-0.736593295,-1.320725077
0.960416424,0.688885981
0.189194025,1.726452366
0.445350667,0.261471534
-0.420216843,0.355636881
-0.401195887,-1.170281079
-0.771956973,-1.932960383
0.729323662,-1.513495421
1.245555942,0.471162644
-0.36134767,0.337906845
-0.350255297,-0.898242299
0.543033574,-0.743097727
1.52492176,0.033476293
-2.333874004,0.225936871
-0.751655875,2.340581792
1.972501043,-1.25174887
-0.09415314,0.846473964
-0.308513651,-0.311723021
1.713330924,-0.246975746
1.218654775,2.397073213
0.572322628,-0.901682082
-0.367309317,-0.643923427
0.982168408,-0.337780254
0.197372598,0.746498005
-0.029777038,-0.737657784
1.721990704,-0.156658704
0.061292018,1.601503435
0.00948695,-0.383379112
-0.463405174,-1.004836436
1.715038158,2.14564852
-0.202566174,-1.152414344
0.639477052,-0.352001134
-0.982154004,0.228513043
0.774756098,-1.378618117
1.411464084,-0.322932646
0.946709328,-0.920910466
1.100086606,-0.699680755
-0.444306378,-1.169444766
0.421048553,-1.271663355
-0.126593034,1.814411348
-0.210230657,1.776602201
-0.069083888,0.371539378
0.450602649,-1.497105745
-1.737279273,-0.43123782
1.148896571,1.452097971
0.32384285,-3.371869671
-1.070891688,1.056363084
-0.43450326,0.165121948
0.516080083,0.039412818
-0.617038018,-1.058531449
0.735066809,0.173310381
0.668386347,-0.975102926
-1.308441116,-1.905204087
-0.327653304,-0.80907518
-0.14756039,-0.946937768
-0.077592613,1.64411379
0.307248569,-0.629258972
0.148022486,-0.450552777
0.130062723,-0.098600767
1.075514338,0.394768835
-0.027266935,1.084287731
-0.424651821,-0.281610042
0.824487894,0.103808111
1.34226442,0.78610437
2.664346626,-2.163646903
-1.059896511,0.048904576
0.06152253,-0.807725606
0.276712477,-0.835118894
-3.179098251,-0.537703009
1.419116289,-0.564855409
0.637022754,0.347587668
-0.448575138,2.029087266
0.56570967,0.592467816
-1.843428655,1.988802518
-0.21458735,-0.451127402
-0.200036498,0.771762416
-0.393766222,0.670680346
-0.246241306,0.025936079
1.23995449,-1.379619776
-1.529131117,0.486628311
-2.138180255,0.542466937
-1.705695505,-2.146174588
-1.535006626,-1.433780065
-2.101917947,-0.694712867
1.382426131,-0.95814865
1.390316857,-1.384822868
1.22736076,1.136187379
-0.480910567,0.156779235
-0.121099407,-0.601462836
-0.26976801,0.297909255
0.602273702,-1.129364817
-0.351307278,-0.157930534
-1.05557459,-0.296299723
0.497699015,-0.496399579
-0.638092341,0.779799265
-0.631555756,0.568595544
-0.957897983,0.993358138
-0.12876441,0.769884752
-1.35059726,0.473772804
-0.127735742,-1.348278612
-0.356922595,-0.100025465
0.678066052,-0.583623207
0.815609067,-0.308523206
-1.352085593,-0.703470517
0.347282903,-1.341591062
-0.956467386,-0.609037785
-2.429268518,0.289069506
1.857071885,-0.743148694
-1.382312179,-1.422536109
-1.05316584,0.260471019
-0.489321955,0.297433349
-1.482953047,0.560092056
-0.217669832,0.958481119
1.068130498,0.670067152
-0.39601582,1.339163123
0.095017229,1.140439968
-1.543577229,0.496711087
1.142772964,0.848458515
-0.101977132,-0.989989977
0.199384478,-0.739653795
-0.346772211,-0.281153349
0.818786981,1.090575759
-0.645352567,-1.410977138
2.412038457,-1.434763701
0.261706874,-0.154496306
1.621657986,1.247744154
1.212258613,0.65139775
1.891805958,0.916262999
0.46857446,0.345285308
0.655785828,-0.105231241
0.037251224,1.209064519
-0.348844767,-1.09164842
-0.744018785,0.245938639
0.743954618,-0.372480918
-0.765262488,-0.318811419
-0.46428705,1.114558213
-0.876070342,-0.873636013
-1.340010825,0.248908651
-0.425809789,2.546929381
-0.518928546,0.869771261
-0.582507487,0.002256639
-1.053554286,0.11925254
-2.893970718,-0.308677188
-1.230167737,2.975214676
1.657125783,1.308145243
0.317174755,-0.291884821
0.303729177,1.525055583
-1.332718393,1.397338868
0.637127401,0.24031004
-0.911508698,-0.017332131
1.487523548,0.023751831
-0.628137414,1.298487742
1.481620557,0.812136293
-0.735252472,-1.614760798
-0.27610437,-0.64328928
-2.272664066,-1.152901716
0.193574689,2.732890147
0.681912136,-0.182522424
0.335988024,0.554642219
0.477674318,-0.537666367
0.390347614,0.591890866
0.553099521,-1.319846432
-0.589522733,-3.056909926
1.394245445,0.410779605
0.730985258,1.014540535
-1.967012938,-2.088105143
-0.925680495,2.603521375
-0.898029371,0.785490358
1.762722084,0.82490453
-0.175096429,0.13276996
0.5003713,0.79473276
-0.055930453,-0.169242169
-0.326824134,0.876728888
0.635412958,-0.726451784
0.705441321,0.496114702
1.251169475,0.630218551
0.491229005,-0.925615455
0.149318306,-0.639890043
-0.404815943,-1.054371687
0.423335807,1.242765136
-0.869553451,-0.880861331
-0.812141078,-0.001279272
-0.505129743,-0.189804754
0.591553882,0.673389191
-0.17493298,-0.278643298
0.494232744,0.963224402
0.958401413,0.682720392
0.721935299,-2.117818959
0.72838564,-0.261512905
0.186261694,1.566336865
-0.171953323,-0.195271201
-1.005781691,-2.529466758
-0.408528183,-0.699051062
-0.690748476,0.661863181
0.544491696,-0.29697193
-0.158321377,-0.208377934
1.529624029,0.403877047
1.957032647,0.240862996
-0.281275119,-1.573649473
0.013523243,0.067191077
0.348261936,0.902561937
-1.02105915,0.909039372
0.026191671,1.509679456
0.912066689,0.449015734
-0.775022695,0.268297099
-0.223847942,0.869325115
-0.502989079,-1.961689424
-1.468083366,-1.17361237
-1.825609571,0.560235729
0.133545487,1.285642075
-0.434645665,1.119746392
0.910711396,-0.028690046
0.070988383,2.261829913
0.477866326,-0.738416209
0.522216734,-1.804031571
-0.542111891,0.382076182
-0.026216714,0.565158086
0.627590081,-0.291588279
1.068268127,-0.914278745
-0.739594759,-0.028340454
-0.314925496,-1.64717676
-0.04912817,0.13667666
-1.317163952,0.301162649
1.032071556,-0.660834884
-0.473997049,0.847646019
-1.205471148,0.02220105
-1.32183653,-0.245205465
0.408313851,-1.158454525
0.044117551,1.248772314
2.266233849,-1.138488972
0.95715446,-0.246354238
0.081259702,-0.551644981
0.129570463,-0.255680099
-0.210645393,0.530642553
0.187287678,0.018579758
-0.705506137,-1.6910233
1.03501907,-1.501199184
0.371127794,-0.256356141
-0.726968179,0.060910536
0.621778461,0.605538488
-0.635447455,-0.670525937
-0.13704271,-0.129758228
-0.071644255,0.428298782
1.559650673,-0.564972894
1.146820602,0.040969393
-0.849156223,-1.48017126
1.112204139,0.518814111
-0.854796372,1.487754208
-0.721239314,-0.848278617
0.047173856,-0.61484117
1.660985155,1.172286065
-0.693045226,-1.056875681
0.508418728,-0.564890607
-0.207959075,0.845263803
0.057243898,-1.131328517
1.006343241,-0.150484275
0.901157702,0.854996222
-0.342226531,-0.768237246
0.157258462,-0.303888225
0.162814179,-1.008350105
1.027219419,-1.115604611
2.060086074,2.597055968
-1.377610284,-1.551176334
0.967887972,-1.013875363
0.599630759,-0.623970171
1.543874438,0.566802513
1.353001558,-0.638624188
0.059849053,-0.772771595
1.324808299,1.727723637
-0.725268652,0.104070956
2.263250112,0.466945383
-1.685728586,0.179440983
-0.344696056,0.729442438
-0.39870284,0.157172705
0.55013039,0.187666673
0.277539259,0.466203864
-0.7779102,0.795669269
-0.045991912,-1.555555731
-0.823162794,-0.180169154
-1.062174767,0.30837612
0.757607636,0.113628949
0.069742435,-0.410130018
1.357990005,1.065879309
-0.836695768,0.377255488
0.290037037,-0.277760228
0.424593619,1.897431348
-1.193018976,-0.549558278
1.018920749,-0.020888523
2.070695944,-0.040739585
-0.129914003,-0.585419467
0.482772465,0.678209563
-0.249488131,-0.03239229
-0.989616166,-0.125377807
1.384786094,-0.459311262
-1.865055296,0.003741191
0.721918291,2.044717927
-0.453868337,-1.099404731
1.764945223,1.315364188
0.15095108,-0.162304323
0.947652548,0.966861395
-0.67739681,-0.186040029
1.251082564,0.814898716
0.329572357,-0.253286578
1.008725327,-1.294377258
-0.353319788,0.063167552
1.487894933,0.190707761
-0.845385486,0.498817173
-0.695394382,1.83162285
-0.74003715,-1.122566728
-1.489878794,-0.245145853
1.291076153,-1.832621582
-0.263226879,0.020539754
-0.568495022,-0.053936941
-0.082162965,-0.220362404
1.055992907,-0.506005794
0.339996465,-0.881306341
-0.032496203,-0.944102487
0.27315049,2.647122498
-1.256979112,0.305463418
1.452144813,0.834290055
-0.840312519,-0.287323561
0.108750165,0.303145816
0.419414696,-1.998507143
-0.621195198,0.250707062
0.288691606,-0.578432117
1.653697724,0.504309509
-2.302978419,-0.742582189
1.010934516,-0.855106235
-1.593294511,-2.209149252
-2.349827349,-0.780172603
0.985200881,2.036095944
-2.46434918,0.319396434
0.529195723,-0.063047282
-0.652943695,-1.060760807
0.685693713,-1.494101604
-1.038307969,-0.667962374
1.524731551,0.752790845
0.900474651,0.14662497
-1.174379953,0.43035109
0.723634263,-0.888127151
-0.895108139,1.552796112
-0.122648133,-1.276917277
0.82784592,1.297218677
1.769336097,-0.03259894
-0.347803306,0.677221121
1.236486421,1.470381321
0.594853911,-0.254965393
-0.322338614,0.698374145
-0.686765589,1.279896519
-0.873557401,-2.967408451
0.99324905,2.078925517
-0.085671745,-1.019267336
1.245510052,0.701062851
-1.706876173,1.12858947
1.552931395,0.558217991
0.478740326,0.11111015
-0.150153803,0.130166157
1.194357298,-1.095932037
-0.310891548,0.936121345
0.818372931,-0.18155446
1.635197571,-0.048171334
0.649213161,-0.878975381
-0.224513004,0.400098972
0.013903506,-1.169454518
-1.520461525,-0.939596309
-1.028489097,0.256266071
-0.274384317,-0.529738115
0.035955322,-2.006089897
4.227754395,0.572579497
-0.361025025,0.086218126
0.559567885,0.210866396
1.518997657,0.910388241
0.982001833,0.384134438
1.003860959,-0.589371053
0.027574962,-0.354907442
1.791138802,-1.523881483
0.840365161,-1.404490913
-0.623122271,-0.285647643
-1.253657062,-1.806576287
-1.660044733,1.301978698
0.900980144,-0.535272805
0.619168529,-2.963628769
1.309746518,-1.426955346
1.877468993,0.924165281
-0.603174595,-1.988727313
-0.654400974,-2.985054769
-0.360525725,0.716507282
-0.28611075,1.252424115
-2.339948259,1.239919416
0.139912612,-0.668928623
0.197105546,0.627029682
0.919702818,0.240894016
-0.205316367,-2.864763934
-0.792141278,0.019416821
0.420785325,0.429385257
-0.59712078,0.03527228
0.432293259,0.706863197
0.704206549,-0.52344868
-0.160945194,-1.596816216
0.4391165,2.350953393
0.012414359,1.295465571
-1.226278508,-1.306234708
-0.828028469,-0.230027719
0.222459346,0.055097542
-0.171947553,-0.062064826
0.079422572,0.685229589
0.071024937,1.301731483
-0.638819122,0.432388702
1.057092382,0.486398815
-0.554543054,0.910131524
-0.609836833,3.063350125
-1.757941157,-0.070138665
-0.056069826,1.59321125
-0.453103729,0.171954731
-2.783422148,-1.042492483
0.432223625,-0.650351676
0.097787284,0.661926051
-1.701874222,0.516359048
-1.244913916,-0.195246824
0.696380049,-0.133636799
-1.881654186,0.046752112
0.909282603,0.482414932
0.205478607,-0.587025668
-1.912724564,-1.074660591
2.512921052,1.882141956
-1.547701711,0.371872752
1.045626447,0.135297547
-0.940363555,0.338884509
1.815567057,1.012664809
0.63582161,-0.00149805
0.903778819,0.542087052
1.775169778,-1.15349187
-1.8217324,-0.439749842
0.635098457,0.095053343
-1.616701996,0.587956631
-1.301146408,0.935504567
0.489062455,-0.001031607
-1.526627565,0.465892979
1.100807421,-0.907339411
1.45059239,2.369060844
-0.544564781,-1.168086786
0.710495608,0.77535172
0.401288113,-0.43111191
0.031057576,-0.502761773
0.671103408,0.099233484
-1.5485211,0.056316848
0.095477424,-0.715710514
-1.19822443,-2.266926676
2.028342662,-0.2964626
-1.390491457,-0.816307849
-1.27288885,0.505756277
0.011831215,-0.878318044
-0.323212549,0.869863388
1.848844327,1.393493771
-0.837323811,0.230924148
0.46082903,0.584481691
-1.298021696,-0.249281499
-1.051002245,0.047252906
1.437649779,1.244999046
1.445643401,0.676862478
-0.83286999,-0.54941997
1.070977431,1.167599034
-1.219065244,1.646643472
0.826137403,-0.94106496
1.499733733,0.865877959
1.439919297,-1.463243508
-0.463925668,1.831711081
-0.173515794,-0.175326258
0.70001529,1.892530909
-0.366064165,-1.426254683
1.830566561,-1.835274957
0.400673734,1.827314031
-0.873332131,0.890770271
-0.010527885,2.338332851
0.171322651,-0.073783679
-0.604886665,0.855075968
2.217861514,0.305589641
-0.123264868,-1.041887969
-1.595478594,0.217061694
0.068768293,0.422866998
-1.008323977,0.697406571
-0.237683177,-0.841792041
0.270907365,0.225209086
-0.671010531,-0.504121732
0.640781579,-0.255755216
-0.033256188,-1.325612796
-0.078427556,0.077308915
1.542144401,0.547066498
2.701871825,1.295246361
-0.197838103,0.532148181
1.651013158,1.154207689
0.038274403,0.556243602
-0.473864678,-0.037041518
0.533132317,-0.545902439
-0.365150464,-1.769216548
-0.49881032,0.396676226
-1.245247532,-0.090177415
-1.337676156,-0.552609717
-0.589318024,-0.011255017
